time quantity 
0 0.0004309813849703288
0.0001000333444481494 0.0004316033375442017
0.0002000666888962987 0.0004323869401290732
0.0003001000333444481 0.0004333146866488774
0.0004001333777925975 0.0004343658074784628
0.0005001667222407469 0.0004355170648539111
0.0006002000666888962 0.0004367435560093652
0.0007002334111370457 0.00043801949906744
0.000800266755585195 0.000439318985285774
0.0009003001000333444 0.0004406166880882559
0.001000333444481494 0.0004418885235437904
0.001100366788929643 0.000443112258607393
0.001200400133377792 0.000444268062725269
0.001300433477825942 0.0004453389961454536
0.001400466822274091 0.0004463114254067462
0.001500500166722241 0.0004471753538499527
0.00160053351117039 0.0004479246535735417
0.001700566855618539 0.0004485571854016053
0.001800600200066689 0.0004490747956758848
0.001900633544514838 0.0004494831828005184
0.002000666888962988 0.0004497916322345854
0.002100700233411137 0.0004500126255790944
0.002200733577859286 0.0004501613367335113
0.002300766922307436 0.0004502550352159723
0.002400800266755585 0.0004503124228240335
0.002500833611203734 0.0004503529342635004
0.002600866955651884 0.000450396034715415
0.002700900300100033 0.0004504605473587339
0.002800933644548183 0.0004505640414324869
0.002900966988996332 0.0004507223069553524
0.003001000333444481 0.0004509489359851974
0.00310103367789263 0.0004512550229983894
0.00320106702234078 0.0004516489892875262
0.00330110036678893 0.0004521365288515557
0.003401133711237079 0.0004527206667741419
0.003501167055685228 0.0004534019158842813
0.003601200400133378 0.0004541785139733198
0.003701233744581527 0.0004550467218857421
0.003801267089029677 0.0004560011624234589
0.003901300433477826 0.00045703518082921
0.004001333777925976 0.0004581412094274777
0.004101367122374125 0.000459311121335068
0.004201400466822274 0.0004605365608297444
0.004301433811270424 0.0004618092406570992
0.004401467155718573 0.0004631211991075898
0.004501500500166723 0.0004644650121584857
0.004601533844614872 0.0004658339580439747
0.004701567189063021 0.0004672221336884296
0.00480160053351117 0.0004686245241098055
0.00490163387795932 0.000470037027556005
0.005001667222407469 0.0004714564405464128
0.005101700566855618 0.0004728804081648587
0.005201733911303768 0.0004743073460099433
0.005301767255751917 0.0004757363408581451
0.005401800600200067 0.0004771670374758352
0.005501833944648216 0.0004785995190824508
0.005601867289096366 0.0004800341886013491
0.005701900633544514 0.0004814716571571058
0.005801933977992664 0.0004829126453457015
0.005901967322440814 0.0004843579015257497
0.006002000666888963 0.0004858081400822271
0.006102034011337113 0.0004872640011278464
0.006202067355785261 0.0004887260317263978
0.006302100700233411 0.0004901946873975683
0.00640213404468156 0.0004916703515149993
0.00650216738912971 0.0004931533692952363
0.00660220073357786 0.000494644092396605
0.006702234078026008 0.0004961429297510965
0.006802267422474158 0.0004976504001195366
0.006902300766922307 0.0004991671820177198
0.007002334111370457 0.0005006941570221549
0.007102367455818606 0.0005022324430742478
0.007202400800266755 0.0005037834151585596
0.007302434144714904 0.0005053487116281114
0.007402467489163054 0.0005069302254029309
0.007502500833611204 0.0005085300802624826
0.007602534178059353 0.0005101505933971726
0.007702567522507502 0.0005117942261962444
0.007802600866955651 0.0005134635260116077
0.007902634211403801 0.0005151610620999535
0.008002667555851951 0.0005168893592751387
0.008102700900300101 0.0005186508328866077
0.008202734244748249 0.0005204477285508967
0.008302767589196399 0.0005222820697833997
0.008402800933644547 0.0005241556160382164
0.008502834278092697 0.00052606983310359
0.008602867622540847 0.0005280258769721274
0.008702900966988995 0.0005300245915538696
0.008802934311437145 0.0005320665198309363
0.008902967655885295 0.0005341519273333917
0.009003001000333445 0.0005362808362179564
0.009103034344781593 0.0005384530677609251
0.009203067689229743 0.000540668290724618
0.009303101033677891 0.0005429260728967687
0.009403134378126041 0.0005452259330544408
0.009503167722574191 0.0005475673907544802
0.00960320106702234 0.0005499500115560919
0.009703234411470489 0.0005523734456834512
0.009803267755918639 0.000554837458543477
0.009903301100366789 0.0005573419520442572
0.01000333444481494 0.0005598869761965227
0.01010336778926309 0.000562472730991357
0.01020340113371124 0.0005650995591264512
0.01030343447815939 0.0005677679305572098
0.01040346782260754 0.0005704784202983232
0.01050350116705569 0.0005732316811534698
0.01060353451150383 0.000576028413288533
0.01070356785595199 0.0005788693325949529
0.01080360120040013 0.0005817551397783051
0.01090363454484828 0.0005846864919621176
0.01100366788929643 0.0005876639782462682
0.01110370123374458 0.0005906881005561603
0.01120373457819273 0.0005937592604690691
0.01130376792264088 0.0005968777524581432
0.01140380126708903 0.0006000437635434752
0.01150383461153718 0.0006032573789293713
0.01160386795598533 0.0006065185928709959
0.01170390130043348 0.0006098273237211387
0.01180393464488163 0.0006131834319239562
0.01190396798932978 0.0006165867395656647
0.01200400133377793 0.0006200370500916563
0.01210403467822607 0.0006235341668433336
0.01220406802267423 0.0006270779091944879
0.01230410136712237 0.0006306681252925475
0.01240413471157052 0.0006343047006379905
0.01250416805601867 0.0006379875620587729
0.01260420140046682 0.0006417166769077906
0.01270423474491497 0.0006454920476908695
0.01280426808936312 0.0006493137025209459
0.01290430143381127 0.0006531816821508927
0.01300433477825942 0.0006570960244862856
0.01310436812270757 0.000661056747591869
0.01320440146715572 0.0006650638323567033
0.01330443481160387 0.0006691172059036013
0.01340446815605202 0.0006732167267980174
0.01350450150050017 0.0006773621729603994
0.01360453484494832 0.0006815532330002533
0.01370456818939647 0.0006857895014747838
0.01380460153384461 0.0006900704782816365
0.01390463487829276 0.0006943955721826318
0.01400466822274091 0.0006987641081527677
0.01410470156718906 0.0007031753380449612
0.01420473491163721 0.0007076284538546313
0.01430476825608536 0.00071212260270887
0.01440480160053351 0.0007166569026204164
0.01450483494498166 0.0007212304580102642
0.01460486828942981 0.0007258423740002001
0.01470490163387796 0.0007304917685972193
0.01480493497832611 0.0007351777819763236
0.01490496832277426 0.0007398995822685999
0.01500500166722241 0.0007446563674547231
0.01510503501167056 0.000749447363189636
0.01520506835611871 0.0007542718166022259
0.01530510170056685 0.0007591289863531385
0.015405135045015 0.0007640181294208484
0.01550516838946315 0.0007689384852595601
0.0156052017339113 0.0007738892581075543
0.01570523507835945 0.0007788695983050566
0.0158052684228076 0.0007838785834963859
0.01590530176725575 0.0007889152006046209
0.0160053351117039 0.0007939783293633837
0.01610536845615205 0.0007990667280944769
0.0162054018006002 0.0008041790222641826
0.01630543514504835 0.0008093136961937729
0.0164054684894965 0.0008144690880723755
0.01650550183394465 0.0008196433882774271
0.0166055351783928 0.0008248346407899169
0.01670556852284095 0.0008300407473367726
0.01680560186728909 0.0008352594737600169
0.01690563521173724 0.000840488458017394
0.01700566855618539 0.0008457252191448751
0.01710570190063354 0.0008509671664948639
0.01720573524508169 0.0008562116086013788
0.01730576858952984 0.0008614557610583027
0.01740580193397799 0.0008666967529124931
0.01750583527842614 0.0008719316311740798
0.01760586862287429 0.0008771573632067789
0.01770590196732244 0.000882370836880361
0.01780593531177059 0.0008875688585549905
0.01790596865621874 0.0008927481490557245
0.01800600200066689 0.0008979053379781925
0.01810603534511504 0.0009030369567163945
0.01820606868956319 0.0009081394307039843
0.01830610203401134 0.0009132090713911149
0.01840613537845949 0.0009182420684796215
0.01850616872290764 0.0009232344829108302
0.01860620206735578 0.0009281822410666456
0.01870623541180394 0.0009330811305009148
0.01880626875625208 0.0009379267974893566
0.01890630210070023 0.0009427147465061427
0.01900633544514838 0.000947440341638159
0.01910636878959653 0.0009520988098415052
0.01920640213404468 0.0009566852458047606
0.01930643547849283 0.0009611946181166795
0.01940646882294098 0.0009656217763506125
0.01950650216738913 0.0009699614586536414
0.01960653551183728 0.0009742082993831187
0.01970656885628543 0.0009783568363938644
0.01980660220073358 0.0009824015175619264
0.01990663554518173 0.0009863367062592182
0.02000666888962987 0.0009901566855366334
0.02010670223407802 0.0009938556608927564
0.02020673557852617 0.0009974277616270897
0.02030676892297432 0.001000867040840204
0.02040680226742247 0.001004167474327697
0.02050683561187062 0.001007322958628859
0.02060686895631877 0.001010327308606262
0.02070690230076692 0.001013174255008226
0.02080693564521507 0.001015857442432936
0.02090696898966322 0.001018370428184756
0.02100700233411137 0.001020706682446509
0.02110703567855952 0.001022859590151229
0.02120706902300767 0.001024822454898549
0.02130710236745582 0.001026588505131953
0.02140713571190397 0.001028150902732675
0.02150716905635212 0.001029502754070486
0.02160720240080027 0.001030637123461137
0.02170723574524841 0.001031547048867622
0.02180726908969656 0.001032225559646578
0.02190730243414472 0.001032665696012872
0.02200733577859286 0.001032860529937684
0.02210736912304101 0.001032803187088822
0.02220740246748916 0.001032486869505115
0.02230743581193731 0.001031904878670081
0.02240746915638546 0.001031050638740284
0.02250750250083361 0.001029917719710235
0.02260753584528176 0.001028499860431432
0.02270756918972991 0.001026790991447101
0.02280760253417806 0.001024785257719554
0.02290763587862621 0.001022477041433551
0.02300766922307436 0.001019860985121523
0.02310770256752251 0.00101693201545686
0.02320773591197066 0.001013685368098894
0.0233077692564188 0.001010116614046079
0.02340780260086696 0.001006221687941063
0.02350783594531511 0.001001996918810227
0.02360786928976326 0.0009974390636722748
0.0237079026342114 0.0009925453444383444
0.02380793597865955 0.000987313488463925
0.0239079693231077 0.0009817417730642345
0.02400800266755585 0.0009758290742319037
0.024108036012004 0.0009695749197293417
0.02420806935645215 0.0009629795466890629
0.0243081027009003 0.0009560439637539957
0.02440813604534845 0.0009487700178185382
0.0245081693897966 0.0009411604653317195
0.02460820273424475 0.0009332190481820806
0.0247082360786929 0.0009249505741419082
0.02480826942314104 0.0009163610018992513
0.0249083027675892 0.0009074575307540259
0.02500833611203735 0.0008982486950561703
0.02510836945648549 0.000888744463568435
0.02520840280093364 0.00087895634394894
0.02530843614538179 0.0008688974925681837
0.02540846948982994 0.0008585828299161255
0.02550850283427809 0.0008480291617848291
0.02560853617872624 0.0008372553063480341
0.02570856952317439 0.0008262822270952444
0.02580860286762254 0.0008151331713543296
0.02590863621207069 0.0008038338137554981
0.02600866955651884 0.0007924124035714844
0.02610870290096699 0.0007808999142022968
0.02620873624541514 0.0007693301923003209
0.02630876958986329 0.000757740103031168
0.02640880293431144 0.0007461696667946728
0.02650883627875959 0.0007346621812356241
0.02660886962320774 0.0007232643208050078
0.02670890296765588 0.0007120262042013777
0.02680893631210403 0.0007010014180919463
0.02690896965655219 0.000690246983445533
0.02700900300100033 0.0006798232489188629
0.02710903634544848 0.0006697936941971634
