time error 
6.8537 0.40414
6.8898 0.4062
6.9259 0.40819
6.9619 0.41011
6.998 0.41195
7.0341 0.41371
7.0701 0.41539
7.1062 0.41699
7.1423 0.41853
7.1784 0.42001
7.2144 0.42144
7.2505 0.42283
7.2866 0.4242
7.3226 0.42556
7.3587 0.42692
7.3948 0.4283
7.4309 0.42972
7.4669 0.43117
7.503 0.43268
7.5391 0.43425
7.5752 0.43587
7.6112 0.43755
7.6473 0.43928
7.6834 0.44104
7.7194 0.44282
7.7555 0.4446
7.7916 0.44634
7.8277 0.44803
7.8637 0.44964
7.8998 0.45116
7.9359 0.45255
7.9719 0.45383
8.008 0.45498
8.0441 0.45602
8.0802 0.45696
8.1162 0.45784
8.1523 0.45867
8.1884 0.45951
8.2244 0.46038
8.2605 0.46131
8.2966 0.46235
8.3327 0.46349
8.3687 0.46476
8.4048 0.46615
8.4409 0.46765
8.477 0.46922
8.513 0.47085
8.5491 0.47248
8.5852 0.47408
8.6212 0.47563
8.6573 0.47708
8.6934 0.47842
8.7295 0.47964
8.7655 0.48075
8.8016 0.48175
8.8377 0.48268
8.8737 0.48356
8.9098 0.48443
8.9459 0.48531
8.982 0.48624
9.018 0.48723
9.0541 0.48829
9.0902 0.48943
9.1263 0.49063
9.1623 0.49188
9.1984 0.49314
9.2345 0.49439
9.2705 0.4956
9.3066 0.49674
9.3427 0.49781
9.3788 0.49878
9.4148 0.49967
9.4509 0.50049
9.487 0.50126
9.523 0.502
9.5591 0.50274
9.5952 0.50352
9.6313 0.50435
9.6673 0.50526
9.7034 0.50626
9.7395 0.50733
9.7756 0.50848
9.8116 0.50967
9.8477 0.5109
9.8838 0.51213
9.9198 0.51334
9.9559 0.51452
9.992 0.51565
10.028 0.51674
10.064 0.51778
10.1 0.5188
10.136 0.51982
10.172 0.52086
10.208 0.52194
10.244 0.52309
10.281 0.52432
10.317 0.52562
10.353 0.52698
10.389 0.52838
10.425 0.52978
10.461 0.53115
10.497 0.53244
10.533 0.53363
10.569 0.53468
10.605 0.53559
10.641 0.53637
10.677 0.53706
10.713 0.53772
10.749 0.53839
10.786 0.53916
10.822 0.54008
10.858 0.5412
10.894 0.54255
10.93 0.54413
10.966 0.54589
11.002 0.54779
11.038 0.54975
11.074 0.55167
11.11 0.55349
11.146 0.55513
11.182 0.55656
11.218 0.55776
11.255 0.55874
11.291 0.55953
11.327 0.56014
11.363 0.56062
11.399 0.56097
11.435 0.5612
11.471 0.56127
11.507 0.56116
11.543 0.56083
11.579 0.56025
11.615 0.5594
11.651 0.55831
11.687 0.557
11.723 0.55553
11.76 0.55397
11.796 0.55235
11.832 0.55071
11.868 0.54904
11.904 0.54728
11.94 0.54536
11.976 0.54321
12.012 0.54075
12.048 0.53797
12.084 0.53489
12.12 0.5316
12.156 0.52824
12.192 0.52497
12.228 0.52195
12.265 0.51926
12.301 0.51692
12.337 0.51485
12.373 0.51289
12.409 0.51083
12.445 0.50847
12.481 0.50569
12.517 0.50245
12.553 0.49888
12.589 0.49521
12.625 0.49173
12.661 0.48876
12.697 0.48651
12.733 0.48503
12.77 0.48421
12.806 0.48373
12.842 0.48319
12.878 0.48214
12.914 0.48027
12.95 0.47744
12.986 0.47376
13.022 0.4696
13.058 0.46556
13.094 0.46232
13.13 0.46053
13.166 0.46064
13.202 0.46275
13.238 0.46659
13.275 0.47154
13.311 0.47681
13.347 0.48155
13.383 0.48507
13.419 0.48691
13.455 0.48687
13.491 0.48508
13.527 0.48184
13.563 0.47761
13.599 0.47282
13.635 0.46784
13.671 0.46289
13.707 0.458
13.743 0.45311
13.78 0.4481
13.816 0.44294
13.852 0.43769
13.888 0.43263
13.924 0.42812
13.96 0.4246
13.996 0.4224
14.032 0.42163
14.068 0.42211
14.104 0.42337
14.14 0.42472
14.176 0.42546
14.212 0.42498
14.248 0.42295
14.285 0.41943
14.321 0.41486
14.357 0.41005
14.393 0.40599
14.429 0.4037
14.465 0.40395
14.501 0.40705
14.537 0.41275
14.573 0.42028
14.609 0.42853
14.645 0.4363
14.681 0.44257
14.717 0.44663
14.754 0.44826
14.79 0.4477
14.826 0.44565
14.862 0.44309
14.898 0.44107
14.934 0.44044
14.97 0.44167
15.006 0.44468
15.042 0.44887
15.078 0.45333
15.114 0.45705
15.15 0.45919
15.186 0.45928
15.222 0.45729
15.259 0.45372
15.295 0.44942
15.331 0.44551
15.367 0.44308
15.403 0.44295
15.439 0.44547
15.475 0.4504
15.511 0.45702
15.547 0.46425
15.583 0.47092
15.619 0.47598
15.655 0.47865
15.691 0.47854
15.727 0.47566
15.764 0.47043
15.8 0.46365
15.836 0.45638
15.872 0.44984
15.908 0.44521
15.944 0.44343
15.98 0.44497
16.016 0.44973
16.052 0.45703
16.088 0.46582
16.124 0.47486
16.16 0.48299
16.196 0.48928
16.232 0.49316
16.269 0.49448
16.305 0.49343
16.341 0.49055
16.377 0.48656
16.413 0.48227
16.449 0.4784
16.485 0.47547
16.521 0.47368
16.557 0.4729
16.593 0.4727
16.629 0.47248
16.665 0.47157
16.701 0.46941
16.737 0.46565
16.774 0.46023
16.81 0.45348
16.846 0.44608
16.882 0.43902
16.918 0.43344
16.954 0.43042
16.99 0.43065
17.026 0.43426
17.062 0.44065
17.098 0.44858
17.134 0.45643
17.17 0.46246
17.206 0.46514
17.242 0.46338
17.279 0.45678
17.315 0.4458
17.351 0.43187
17.387 0.41749
17.423 0.40603
17.459 0.40109
17.495 0.40539
17.531 0.4196
17.567 0.44182
17.603 0.46826
17.639 0.49428
17.675 0.51541
17.711 0.52801
17.747 0.52979
17.784 0.52042
17.82 0.5025
17.856 0.48306
17.892 0.47497
17.928 0.49547
17.964 0.55861
18 0.66735
