time error 
0 0.078005
0.036072 0.054226
0.072144 0.035644
0.10822 0.023949
0.14429 0.021692
0.18036 0.026185
0.21643 0.032067
0.25251 0.037091
0.28858 0.040714
0.32465 0.042917
0.36072 0.043855
0.39679 0.043741
0.43287 0.042814
0.46894 0.04132
0.50501 0.039507
0.54108 0.037623
0.57715 0.035908
0.61323 0.034583
0.6493 0.033822
0.68537 0.033728
0.72144 0.034308
0.75752 0.035479
0.79359 0.037096
0.82966 0.038987
0.86573 0.040984
0.9018 0.042936
0.93788 0.04472
0.97395 0.046242
1.01 0.047433
1.0461 0.048257
1.0822 0.048699
1.1182 0.048776
1.1543 0.048526
1.1904 0.048012
1.2265 0.047312
1.2625 0.046521
1.2986 0.045738
1.3347 0.04506
1.3707 0.044569
1.4068 0.044324
1.4429 0.044355
1.479 0.044657
1.515 0.0452
1.5511 0.04593
1.5872 0.046785
1.6232 0.047701
1.6593 0.048617
1.6954 0.049485
1.7315 0.050265
1.7675 0.050929
1.8036 0.051461
1.8397 0.05185
1.8758 0.052097
1.9118 0.052206
1.9479 0.052188
1.984 0.052061
2.02 0.051848
2.0561 0.051576
2.0922 0.051279
2.1283 0.050993
2.1643 0.050753
2.2004 0.050595
2.2365 0.050546
2.2725 0.050628
2.3086 0.05085
2.3447 0.051206
2.3808 0.051683
2.4168 0.052252
2.4529 0.05288
2.489 0.053527
2.5251 0.054152
2.5611 0.054716
2.5972 0.055184
2.6333 0.05553
2.6693 0.055734
2.7054 0.055789
2.7415 0.055702
2.7776 0.055488
2.8136 0.055178
2.8497 0.05481
2.8858 0.054433
2.9218 0.054094
2.9579 0.053838
2.994 0.053699
3.0301 0.053695
3.0661 0.053826
3.1022 0.054073
3.1383 0.054401
3.1743 0.05477
3.2104 0.055136
3.2465 0.055465
3.2826 0.055734
3.3186 0.055938
3.3547 0.056086
3.3908 0.056204
3.4269 0.056321
3.4629 0.056472
3.499 0.056685
3.5351 0.056976
3.5711 0.057345
3.6072 0.057779
3.6433 0.058255
3.6794 0.058741
3.7154 0.059212
3.7515 0.059649
3.7876 0.060048
3.8236 0.060419
3.8597 0.060788
3.8958 0.061185
3.9319 0.061642
3.9679 0.062182
4.004 0.062812
4.0401 0.063519
4.0762 0.064271
4.1122 0.065021
4.1483 0.065721
4.1844 0.066325
4.2204 0.066799
4.2565 0.067133
4.2926 0.067334
4.3287 0.067434
4.3647 0.067477
4.4008 0.067515
4.4369 0.0676
4.4729 0.067773
4.509 0.068056
4.5451 0.068454
4.5812 0.068954
4.6172 0.069531
4.6533 0.070154
4.6894 0.070791
4.7255 0.071418
4.7615 0.072018
4.7976 0.072582
4.8337 0.073104
4.8697 0.073585
4.9058 0.074023
4.9419 0.07442
4.978 0.074777
5.014 0.075099
5.0501 0.075399
5.0862 0.075697
5.1222 0.07602
5.1583 0.076399
5.1944 0.07686
5.2305 0.077421
5.2665 0.07808
5.3026 0.078816
5.3387 0.079589
5.3747 0.080345
5.4108 0.08103
5.4469 0.081597
5.483 0.08202
5.519 0.082297
5.5551 0.082453
5.5912 0.082535
5.6273 0.082606
5.6633 0.082726
5.6994 0.082944
5.7355 0.083287
5.7715 0.083754
5.8076 0.084318
5.8437 0.084935
5.8798 0.085554
5.9158 0.086131
5.9519 0.086634
5.988 0.087052
6.024 0.087392
6.0601 0.087677
6.0962 0.087938
6.1323 0.088205
6.1683 0.088504
6.2044 0.088848
6.2405 0.089243
6.2766 0.089682
6.3126 0.090153
6.3487 0.090646
6.3848 0.091151
6.4208 0.091663
6.4569 0.09218
6.493 0.092706
6.5291 0.093238
6.5651 0.093773
6.6012 0.094302
6.6373 0.094811
6.6733 0.095288
6.7094 0.095725
6.7455 0.096126
6.7816 0.096507
6.8176 0.096895
6.8537 0.097323
6.8898 0.09782
6.9259 0.0984
6.9619 0.099055
6.998 0.099756
7.0341 0.10046
7.0701 0.10111
7.1062 0.10167
7.1423 0.10214
7.1784 0.10254
7.2144 0.10291
7.2505 0.10333
7.2866 0.10384
7.3226 0.10447
7.3587 0.10522
7.3948 0.10604
7.4309 0.10685
7.4669 0.1076
7.503 0.10824
7.5391 0.10876
7.5752 0.1092
7.6112 0.10962
7.6473 0.11008
7.6834 0.11063
7.7194 0.11129
7.7555 0.11202
7.7916 0.11278
7.8277 0.1135
7.8637 0.11414
7.8998 0.1147
7.9359 0.1152
7.9719 0.11568
8.008 0.11621
8.0441 0.11682
8.0802 0.1175
8.1162 0.11823
8.1523 0.11898
8.1884 0.11968
8.2244 0.12033
8.2605 0.12092
8.2966 0.12148
8.3327 0.12203
8.3687 0.12261
8.4048 0.12321
8.4409 0.12384
8.477 0.12446
8.513 0.12504
8.5491 0.12559
8.5852 0.12611
8.6212 0.12662
8.6573 0.12716
8.6934 0.12775
8.7295 0.12836
8.7655 0.12897
8.8016 0.12953
8.8377 0.13
8.8737 0.13037
8.9098 0.13068
8.9459 0.13097
8.982 0.13129
9.018 0.13169
9.0541 0.13217
9.0902 0.13273
9.1263 0.13331
9.1623 0.13386
9.1984 0.13435
9.2345 0.13476
9.2705 0.13511
9.3066 0.13542
9.3427 0.13572
9.3788 0.13602
9.4148 0.13633
9.4509 0.13663
9.487 0.13692
9.523 0.13718
9.5591 0.13743
9.5952 0.13768
9.6313 0.13795
9.6673 0.13822
9.7034 0.13847
9.7395 0.13868
9.7756 0.13883
9.8116 0.13891
9.8477 0.13894
9.8838 0.13898
9.9198 0.13906
9.9559 0.13921
9.992 0.13941
10.028 0.13963
10.064 0.1398
10.1 0.13989
10.136 0.13987
10.172 0.13978
10.208 0.13968
10.244 0.13963
10.281 0.13968
10.317 0.13985
10.353 0.14009
10.389 0.14036
10.425 0.14057
10.461 0.14071
10.497 0.14077
10.533 0.14079
10.569 0.14084
10.605 0.14096
10.641 0.14115
10.677 0.14141
10.713 0.14167
10.749 0.1419
10.786 0.14206
10.822 0.14217
10.858 0.14224
10.894 0.1423
10.93 0.14237
10.966 0.14242
11.002 0.14243
11.038 0.14239
11.074 0.14228
11.11 0.14211
11.146 0.14192
11.182 0.14173
11.218 0.14154
11.255 0.14136
11.291 0.14113
11.327 0.14085
11.363 0.14049
11.399 0.14006
11.435 0.13959
11.471 0.13907
11.507 0.13853
11.543 0.13798
11.579 0.13744
11.615 0.13693
11.651 0.13648
11.687 0.13608
11.723 0.13567
11.76 0.13514
11.796 0.13441
11.832 0.13346
11.868 0.13238
11.904 0.13132
11.94 0.13044
11.976 0.12981
12.012 0.12933
12.048 0.1288
12.084 0.12803
12.12 0.12695
12.156 0.12566
12.192 0.12439
12.228 0.12338
12.265 0.12275
12.301 0.12243
12.337 0.12223
12.373 0.12198
12.409 0.12156
12.445 0.121
12.481 0.12038
12.517 0.11976
12.553 0.11912
12.589 0.11841
12.625 0.11755
12.661 0.11655
12.697 0.11553
12.733 0.11463
12.77 0.11394
12.806 0.11347
12.842 0.11306
12.878 0.11256
12.914 0.11188
12.95 0.11105
12.986 0.11021
13.022 0.10951
13.058 0.10901
13.094 0.10866
13.13 0.10835
13.166 0.10796
13.202 0.10744
13.238 0.1068
13.275 0.10603
13.311 0.10511
13.347 0.10404
13.383 0.10283
13.419 0.10163
13.455 0.10059
13.491 0.09979
13.527 0.099154
13.563 0.098492
13.599 0.097641
13.635 0.096607
13.671 0.09558
13.707 0.094802
13.743 0.094367
13.78 0.094124
13.816 0.093783
13.852 0.093153
13.888 0.092314
13.924 0.091572
13.96 0.091215
13.996 0.091263
14.032 0.091433
14.068 0.091375
14.104 0.090973
14.14 0.090449
14.176 0.090173
14.212 0.090321
14.248 0.090688
14.285 0.090854
14.321 0.090562
14.357 0.089981
14.393 0.089605
14.429 0.089847
14.465 0.090654
14.501 0.091537
14.537 0.092019
14.573 0.092046
14.609 0.092008
14.645 0.092322
14.681 0.092974
14.717 0.093482
14.754 0.093363
14.79 0.092665
14.826 0.092044
14.862 0.092271
14.898 0.093505
14.934 0.095058
14.97 0.095946
15.006 0.095712
15.042 0.094821
15.078 0.094345
15.114 0.095135
15.15 0.097084
15.186 0.09922
15.222 0.10055
15.259 0.10076
15.295 0.10036
15.331 0.10017
15.367 0.10063
15.403 0.10145
15.439 0.10189
15.475 0.10147
15.511 0.1004
