time error 
13.094 1.5561
13.13 1.5521
13.166 1.5483
13.202 1.5444
13.238 1.5402
13.275 1.5353
13.311 1.5297
13.347 1.5232
13.383 1.5157
13.419 1.5072
13.455 1.4979
13.491 1.4878
13.527 1.4772
13.563 1.4661
13.599 1.4548
13.635 1.4435
13.671 1.4324
13.707 1.4216
13.743 1.4114
13.78 1.4017
13.816 1.3927
13.852 1.3843
13.888 1.3764
13.924 1.3689
13.96 1.3618
13.996 1.3548
14.032 1.3479
14.068 1.3408
14.104 1.3335
14.14 1.3258
14.176 1.3178
14.212 1.3095
14.248 1.3008
14.285 1.292
14.321 1.2831
14.357 1.2744
14.393 1.266
14.429 1.2582
14.465 1.2511
14.501 1.2449
14.537 1.24
14.573 1.2363
14.609 1.2341
14.645 1.2334
14.681 1.2343
14.717 1.2366
14.754 1.2404
14.79 1.2455
14.826 1.2517
14.862 1.2588
14.898 1.2664
14.934 1.2744
14.97 1.2823
15.006 1.2899
15.042 1.2968
15.078 1.3026
15.114 1.3073
15.15 1.3105
15.186 1.3121
15.222 1.3121
15.259 1.3106
15.295 1.3077
15.331 1.3038
15.367 1.2992
15.403 1.2944
15.439 1.29
15.475 1.2866
15.511 1.2847
15.547 1.2851
15.583 1.288
15.619 1.294
15.655 1.303
15.691 1.3152
15.727 1.3301
15.764 1.3475
15.8 1.3667
15.836 1.3871
15.872 1.4078
15.908 1.4281
15.944 1.4472
15.98 1.4644
16.016 1.4789
16.052 1.4903
16.088 1.4982
16.124 1.5022
16.16 1.5022
16.196 1.4983
16.232 1.4905
16.269 1.4793
16.305 1.4651
16.341 1.4485
16.377 1.4304
16.413 1.4115
16.449 1.393
16.485 1.3759
16.521 1.3613
16.557 1.3502
16.593 1.3438
16.629 1.3426
16.665 1.3474
16.701 1.3584
16.737 1.3754
16.774 1.3982
16.81 1.426
16.846 1.458
16.882 1.493
16.918 1.53
16.954 1.5677
16.99 1.6051
17.026 1.641
17.062 1.6743
17.098 1.7043
17.134 1.73
17.17 1.7509
17.206 1.7662
17.242 1.7758
17.279 1.7791
17.315 1.7763
17.351 1.7672
17.387 1.7523
17.423 1.7319
17.459 1.7068
17.495 1.6781
17.531 1.6472
17.567 1.616
17.603 1.5868
17.639 1.5624
17.675 1.5462
17.711 1.5417
17.747 1.5525
17.784 1.5818
17.82 1.6321
17.856 1.7049
17.892 1.8006
17.928 1.9181
17.964 2.056
18 2.212
