time error 
4.6533 0.093264
4.6894 0.093983
4.7255 0.094575
4.7615 0.095042
4.7976 0.095403
4.8337 0.095696
4.8697 0.095973
4.9058 0.096287
4.9419 0.096684
4.978 0.097194
5.014 0.097821
5.0501 0.098547
5.0862 0.099328
5.1222 0.10011
5.1583 0.10082
5.1944 0.10142
5.2305 0.10187
5.2665 0.10215
5.3026 0.10229
5.3387 0.10233
5.3747 0.10232
5.4108 0.10235
5.4469 0.10246
5.483 0.10271
5.519 0.10312
5.5551 0.10369
5.5912 0.10439
5.6273 0.10515
5.6633 0.10593
5.6994 0.10667
5.7355 0.10733
5.7715 0.10788
5.8076 0.10832
5.8437 0.10868
5.8798 0.10898
5.9158 0.10928
5.9519 0.10961
5.988 0.11
6.024 0.11047
6.0601 0.11103
6.0962 0.11168
6.1323 0.11238
6.1683 0.11312
6.2044 0.11387
6.2405 0.1146
6.2766 0.11531
6.3126 0.11597
6.3487 0.11659
6.3848 0.11717
6.4208 0.11771
6.4569 0.11823
6.493 0.11874
6.5291 0.11925
6.5651 0.11977
6.6012 0.12032
6.6373 0.12089
6.6733 0.12149
6.7094 0.12212
6.7455 0.12277
6.7816 0.12343
6.8176 0.12409
6.8537 0.12476
6.8898 0.12541
6.9259 0.12606
6.9619 0.12669
6.998 0.12732
7.0341 0.12795
7.0701 0.12858
7.1062 0.1292
7.1423 0.12982
7.1784 0.13044
7.2144 0.13105
7.2505 0.13167
7.2866 0.13228
7.3226 0.1329
7.3587 0.13353
7.3948 0.13417
7.4309 0.13482
7.4669 0.13549
7.503 0.13617
7.5391 0.13686
7.5752 0.13754
7.6112 0.13823
7.6473 0.13891
7.6834 0.13958
7.7194 0.14027
7.7555 0.14095
7.7916 0.14165
7.8277 0.14236
7.8637 0.14308
7.8998 0.14381
7.9359 0.14453
7.9719 0.14526
8.008 0.14598
8.0441 0.1467
8.0802 0.14742
8.1162 0.14815
8.1523 0.1489
8.1884 0.14967
8.2244 0.15047
8.2605 0.15129
8.2966 0.15213
8.3327 0.15297
8.3687 0.15381
8.4048 0.15462
8.4409 0.15542
8.477 0.1562
8.513 0.15696
8.5491 0.1577
8.5852 0.15845
8.6212 0.1592
8.6573 0.15995
8.6934 0.1607
8.7295 0.16143
8.7655 0.16215
8.8016 0.16284
8.8377 0.16349
8.8737 0.16412
8.9098 0.16474
8.9459 0.16535
8.982 0.16596
9.018 0.16658
9.0541 0.1672
9.0902 0.16782
9.1263 0.16841
9.1623 0.16897
9.1984 0.16949
9.2345 0.16997
9.2705 0.17041
9.3066 0.17085
9.3427 0.17129
9.3788 0.17175
9.4148 0.17225
9.4509 0.17276
9.487 0.17328
9.523 0.17378
9.5591 0.17424
9.5952 0.17465
9.6313 0.17501
9.6673 0.17535
9.7034 0.17569
9.7395 0.17605
9.7756 0.17645
9.8116 0.17689
9.8477 0.17736
9.8838 0.17784
9.9198 0.1783
9.9559 0.17872
9.992 0.17909
10.028 0.17945
10.064 0.1798
10.1 0.18017
10.136 0.18059
10.172 0.18107
10.208 0.18159
10.244 0.18214
10.281 0.18268
10.317 0.18321
10.353 0.18371
10.389 0.18419
10.425 0.18466
10.461 0.18515
10.497 0.18564
10.533 0.18614
10.569 0.18663
10.605 0.1871
10.641 0.18755
10.677 0.18796
10.713 0.18835
10.749 0.18874
10.786 0.18913
10.822 0.18954
10.858 0.18994
10.894 0.19032
10.93 0.19066
10.966 0.19094
11.002 0.19117
11.038 0.19135
11.074 0.19149
11.11 0.19159
11.146 0.19165
11.182 0.19167
11.218 0.19163
11.255 0.19154
11.291 0.19138
11.327 0.19116
11.363 0.19088
11.399 0.19055
11.435 0.19015
11.471 0.18965
11.507 0.18905
11.543 0.18835
11.579 0.18755
11.615 0.18671
11.651 0.18588
11.687 0.1851
11.723 0.18437
11.76 0.18367
11.796 0.18294
11.832 0.18212
11.868 0.18122
11.904 0.18023
11.94 0.17921
11.976 0.1782
12.012 0.17723
12.048 0.17628
12.084 0.17533
12.12 0.17434
12.156 0.17329
12.192 0.17218
12.228 0.17103
12.265 0.16986
12.301 0.16865
12.337 0.16739
12.373 0.16605
12.409 0.16462
12.445 0.16315
12.481 0.16173
12.517 0.16047
12.553 0.15943
12.589 0.15859
12.625 0.15785
12.661 0.15709
12.697 0.15619
12.733 0.15514
12.77 0.15401
12.806 0.15294
12.842 0.15202
12.878 0.15128
12.914 0.15066
12.95 0.15007
12.986 0.14944
13.022 0.14875
13.058 0.14801
13.094 0.14722
13.13 0.1463
13.166 0.14515
13.202 0.1437
13.238 0.142
13.275 0.14029
13.311 0.13888
13.347 0.13798
13.383 0.13758
13.419 0.13741
13.455 0.13707
13.491 0.1363
13.527 0.13512
13.563 0.13389
13.599 0.133
13.635 0.13263
13.671 0.1326
13.707 0.13242
13.743 0.13169
13.78 0.13036
13.816 0.12883
13.852 0.12773
13.888 0.12749
13.924 0.12799
13.96 0.12861
13.996 0.12867
14.032 0.12789
14.068 0.12662
14.104 0.12563
14.14 0.12559
14.176 0.12648
14.212 0.1276
14.248 0.12801
14.285 0.12725
14.321 0.12567
14.357 0.12433
14.393 0.12426
14.429 0.12572
14.465 0.12797
14.501 0.12978
14.537 0.1303
14.573 0.1296
14.609 0.12852
14.645 0.12818
14.681 0.1291
14.717 0.13084
14.754 0.13239
14.79 0.13293
14.826 0.13244
14.862 0.13172
14.898 0.13174
14.934 0.13284
14.97 0.13438
15.006 0.13518
15.042 0.13439
15.078 0.13219
15.114 0.12983
15.15 0.12892
15.186 0.1303
15.222 0.13337
15.259 0.13649
15.295 0.13817
15.331 0.13794
15.367 0.13652
15.403 0.13528
15.439 0.13536
15.475 0.13687
15.511 0.13891
15.547 0.14028
15.583 0.14028
15.619 0.13905
15.655 0.13749
15.691 0.13666
15.727 0.13714
15.764 0.13859
15.8 0.14
15.836 0.14028
15.872 0.13895
15.908 0.13645
15.944 0.134
15.98 0.13306
16.016 0.13447
16.052 0.13783
16.088 0.14173
16.124 0.14455
16.16 0.14535
16.196 0.14427
16.232 0.14247
16.269 0.14154
16.305 0.14258
16.341 0.14541
16.377 0.14865
16.413 0.15062
16.449 0.15036
16.485 0.14828
16.521 0.14597
16.557 0.14535
16.593 0.1474
16.629 0.15133
16.665 0.15515
16.701 0.15695
16.737 0.15602
16.774 0.15318
16.81 0.15036
16.846 0.14956
16.882 0.15158
16.918 0.15536
16.954 0.15873
16.99 0.15974
17.026 0.15771
17.062 0.15353
17.098 0.14939
17.134 0.14773
17.17 0.14968
17.206 0.15424
17.242 0.15894
17.279 0.16131
17.315 0.16005
17.351 0.15551
17.387 0.14982
17.423 0.14623
17.459 0.14745
17.495 0.15374
17.531 0.16243
17.567 0.16968
17.603 0.17245
17.639 0.16982
17.675 0.16371
17.711 0.15871
17.747 0.15974
17.784 0.16765
17.82 0.17735
17.856 0.18111
17.892 0.17368
17.928 0.15883
17.964 0.16057
18 0.21595
