time error 
0 0.060222
0.036072 0.040401
0.072144 0.025594
0.10822 0.017743
0.14429 0.018305
0.18036 0.022909
0.21643 0.027577
0.25251 0.03114
0.28858 0.033422
0.32465 0.034528
0.36072 0.034649
0.39679 0.034003
0.43287 0.032815
0.46894 0.031312
0.50501 0.029729
0.54108 0.028299
0.57715 0.027242
0.61323 0.026736
0.6493 0.026871
0.68537 0.027624
0.72144 0.028875
0.75752 0.030443
0.79359 0.032139
0.82966 0.033792
0.86573 0.03527
0.9018 0.036478
0.93788 0.037364
0.97395 0.037911
1.01 0.038138
1.0461 0.038087
1.0822 0.037826
1.1182 0.037431
1.1543 0.036986
1.1904 0.036569
1.2265 0.036249
1.2625 0.036077
1.2986 0.036086
1.3347 0.036291
1.3707 0.036692
1.4068 0.037276
1.4429 0.03802
1.479 0.038892
1.515 0.039855
1.5511 0.040861
1.5872 0.041858
1.6232 0.042792
1.6593 0.043611
1.6954 0.044271
1.7315 0.044742
1.7675 0.045011
1.8036 0.045088
1.8397 0.045002
1.8758 0.044799
1.9118 0.044538
1.9479 0.04428
1.984 0.044084
2.02 0.043993
2.0561 0.044034
2.0922 0.044216
2.1283 0.04453
2.1643 0.044959
2.2004 0.045479
2.2365 0.046066
2.2725 0.046698
2.3086 0.047353
2.3447 0.048007
2.3808 0.048634
2.4168 0.049204
2.4529 0.049685
2.489 0.050043
2.5251 0.050253
2.5611 0.050304
2.5972 0.0502
2.6333 0.049967
2.6693 0.049648
2.7054 0.049303
2.7415 0.048995
2.7776 0.048782
2.8136 0.048704
2.8497 0.048776
2.8858 0.048987
2.9218 0.049301
2.9579 0.049669
2.994 0.050041
3.0301 0.050374
3.0661 0.050642
3.1022 0.050836
3.1383 0.050963
3.1743 0.051045
3.2104 0.051105
3.2465 0.051168
3.2826 0.051253
3.3186 0.051366
3.3547 0.051506
3.3908 0.051666
3.4269 0.051835
3.4629 0.052002
3.499 0.052164
3.5351 0.052324
3.5711 0.05249
3.6072 0.052677
3.6433 0.052901
3.6794 0.053178
3.7154 0.053521
3.7515 0.053935
3.7876 0.054415
3.8236 0.054946
3.8597 0.055501
3.8958 0.056046
3.9319 0.056541
3.9679 0.056944
4.004 0.057223
4.0401 0.05736
4.0762 0.057356
4.1122 0.057235
4.1483 0.057045
4.1844 0.056848
4.2204 0.056713
4.2565 0.056698
4.2926 0.056837
4.3287 0.057131
4.3647 0.057542
4.4008 0.058005
4.4369 0.058443
4.4729 0.058786
4.509 0.058987
4.5451 0.059037
4.5812 0.05896
4.6172 0.05881
4.6533 0.058658
4.6894 0.058569
4.7255 0.058589
4.7615 0.058732
4.7976 0.05898
4.8337 0.059294
4.8697 0.059629
4.9058 0.05995
4.9419 0.060245
4.978 0.060526
5.014 0.06082
5.0501 0.061163
5.0862 0.061578
5.1222 0.062069
5.1583 0.062618
5.1944 0.063187
5.2305 0.063735
5.2665 0.064228
5.3026 0.064653
5.3387 0.065017
5.3747 0.065348
5.4108 0.065677
5.4469 0.066029
5.483 0.066416
5.519 0.066828
5.5551 0.067241
5.5912 0.067631
5.6273 0.067981
5.6633 0.06829
5.6994 0.068572
5.7355 0.068856
5.7715 0.069168
5.8076 0.069526
5.8437 0.069934
5.8798 0.070379
5.9158 0.070837
5.9519 0.071285
5.988 0.071704
6.024 0.072087
6.0601 0.072434
6.0962 0.072752
6.1323 0.073052
6.1683 0.073345
6.2044 0.073645
6.2405 0.073969
6.2766 0.074336
6.3126 0.074762
6.3487 0.075252
6.3848 0.075795
6.4208 0.076362
6.4569 0.076907
6.493 0.077384
6.5291 0.077759
6.5651 0.078028
6.6012 0.07822
6.6373 0.078393
6.6733 0.078615
6.7094 0.078941
6.7455 0.079394
6.7816 0.07995
6.8176 0.080555
6.8537 0.081138
6.8898 0.081643
6.9259 0.082042
6.9619 0.082348
6.998 0.082605
7.0341 0.082866
7.0701 0.083179
7.1062 0.083567
7.1423 0.084026
7.1784 0.084531
7.2144 0.085048
7.2505 0.08555
7.2866 0.086021
7.3226 0.086461
7.3587 0.086879
7.3948 0.087287
7.4309 0.087701
7.4669 0.088132
7.503 0.088589
7.5391 0.089077
7.5752 0.089592
7.6112 0.090124
7.6473 0.090655
7.6834 0.091167
7.7194 0.091649
7.7555 0.092102
7.7916 0.092543
7.8277 0.092995
7.8637 0.09348
7.8998 0.094005
7.9359 0.094562
7.9719 0.095125
8.008 0.095666
8.0441 0.096166
8.0802 0.096623
8.1162 0.097057
8.1523 0.097494
8.1884 0.097962
8.2244 0.098473
8.2605 0.099021
8.2966 0.099587
8.3327 0.10015
8.3687 0.10068
8.4048 0.10118
8.4409 0.10163
8.477 0.10205
8.513 0.10245
8.5491 0.10282
8.5852 0.10318
8.6212 0.10355
8.6573 0.10393
8.6934 0.10434
8.7295 0.10477
8.7655 0.10522
8.8016 0.10565
8.8377 0.10606
8.8737 0.10643
8.9098 0.10676
8.9459 0.10708
8.982 0.10739
9.018 0.10772
9.0541 0.10806
9.0902 0.10841
9.1263 0.10875
9.1623 0.10906
9.1984 0.10935
9.2345 0.10961
9.2705 0.10987
9.3066 0.11012
9.3427 0.11037
9.3788 0.11057
9.4148 0.11072
9.4509 0.1108
9.487 0.11081
9.523 0.11078
9.5591 0.11076
9.5952 0.11077
9.6313 0.11082
9.6673 0.11092
9.7034 0.11101
9.7395 0.11108
9.7756 0.11109
9.8116 0.11105
9.8477 0.111
9.8838 0.11096
9.9198 0.11098
9.9559 0.11105
9.992 0.11115
10.028 0.11124
10.064 0.11129
10.1 0.11129
10.136 0.11127
10.172 0.11126
10.208 0.11129
10.244 0.11138
