time error 
10.281 0.11154
10.317 0.11173
10.353 0.11192
10.389 0.11208
10.425 0.11221
10.461 0.11231
10.497 0.11239
10.533 0.11247
10.569 0.11254
10.605 0.1126
10.641 0.11263
10.677 0.11265
10.713 0.11266
10.749 0.11267
10.786 0.11268
10.822 0.1127
10.858 0.1127
10.894 0.11269
10.93 0.11265
10.966 0.11259
11.002 0.11253
11.038 0.11246
11.074 0.11237
11.11 0.11228
11.146 0.11219
11.182 0.11209
11.218 0.11199
11.255 0.11186
11.291 0.11164
11.327 0.11131
11.363 0.11086
11.399 0.11034
11.435 0.10984
11.471 0.10941
11.507 0.10906
11.543 0.10872
11.579 0.10827
11.615 0.10764
11.651 0.10686
11.687 0.10603
11.723 0.1053
11.76 0.10474
11.796 0.10435
11.832 0.10403
11.868 0.10368
11.904 0.10322
11.94 0.10263
11.976 0.10194
12.012 0.10117
12.048 0.10035
12.084 0.099497
12.12 0.098673
12.156 0.09792
12.192 0.097241
12.228 0.096573
12.265 0.095821
12.301 0.094937
12.337 0.093978
12.373 0.093095
12.409 0.09244
12.445 0.092052
12.481 0.091824
12.517 0.091579
12.553 0.091196
12.589 0.090682
12.625 0.090135
12.661 0.089625
12.697 0.089116
12.733 0.088494
12.77 0.087707
12.806 0.086855
12.842 0.086153
12.878 0.085761
12.914 0.085641
12.95 0.085581
12.986 0.085349
13.022 0.084871
13.058 0.084268
13.094 0.083737
13.13 0.08338
13.166 0.083127
13.202 0.082811
13.238 0.082332
13.275 0.081732
13.311 0.081134
13.347 0.080601
13.383 0.080063
13.419 0.079408
13.455 0.078633
13.491 0.077895
13.527 0.077379
13.563 0.077101
13.599 0.076855
13.635 0.076388
13.671 0.075639
13.707 0.074833
13.743 0.074284
13.78 0.074083
13.816 0.073976
13.852 0.073597
13.888 0.072849
13.924 0.072035
13.96 0.07158
13.996 0.071586
14.032 0.071701
14.068 0.071469
14.104 0.070808
14.14 0.07012
14.176 0.0699
14.212 0.070195
14.248 0.070535
14.285 0.070418
14.321 0.069828
14.357 0.069259
14.393 0.069205
14.429 0.06962
14.465 0.069962
14.501 0.06978
14.537 0.069186
14.573 0.068734
14.609 0.068796
14.645 0.069099
14.681 0.068992
14.717 0.068187
14.754 0.067199
14.79 0.066996
14.826 0.068047
14.862 0.069744
14.898 0.070963
14.934 0.071095
14.97 0.070536
15.006 0.070266
15.042 0.070875
15.078 0.072003
15.114 0.072832
15.15 0.073011
15.186 0.072997
15.222 0.073476
15.259 0.074506
15.295 0.075392
15.331 0.075511
15.367 0.075132
15.403 0.075303
15.439 0.076777
15.475 0.079089
15.511 0.080954
15.547 0.081547
15.583 0.081264
15.619 0.081301
15.655 0.082382
15.691 0.083931
15.727 0.084703
15.764 0.084138
15.8 0.083
15.836 0.082703
15.872 0.083878
15.908 0.085682
15.944 0.086699
15.98 0.086315
16.016 0.08516
16.052 0.084445
16.088 0.084814
16.124 0.085753
16.16 0.086178
16.196 0.085533
16.232 0.084284
16.269 0.083485
16.305 0.083745
16.341 0.084564
16.377 0.084831
16.413 0.083949
16.449 0.082459
16.485 0.081621
16.521 0.082168
16.557 0.083447
16.593 0.084047
16.629 0.083221
16.665 0.081673
16.701 0.080998
16.737 0.082084
16.774 0.084064
16.81 0.08518
16.846 0.084521
16.882 0.082901
16.918 0.082215
16.954 0.083595
16.99 0.086115
17.026 0.087736
17.062 0.087276
17.098 0.085496
17.134 0.084541
17.17 0.08591
17.206 0.088697
17.242 0.090393
17.279 0.089304
17.315 0.086248
17.351 0.084418
17.387 0.08672
17.423 0.092364
17.459 0.097457
17.495 0.098731
17.531 0.09611
17.567 0.093056
17.603 0.094047
17.639 0.099711
17.675 0.10574
17.711 0.10741
17.747 0.10396
17.784 0.099893
17.82 0.10166
17.856 0.10904
17.892 0.11345
17.928 0.10724
17.964 0.098313
18 0.12775
