time error 
8.8016 0.063426
8.8377 0.063672
8.8737 0.063904
8.9098 0.064139
8.9459 0.06439
8.982 0.064659
9.018 0.064936
9.0541 0.065203
9.0902 0.065442
9.1263 0.065641
9.1623 0.065799
9.1984 0.065928
9.2345 0.066046
9.2705 0.066169
9.3066 0.066309
9.3427 0.066462
9.3788 0.066617
9.4148 0.066754
9.4509 0.066863
9.487 0.066944
9.523 0.067011
9.5591 0.067084
9.5952 0.06717
9.6313 0.067265
9.6673 0.067348
9.7034 0.067401
9.7395 0.067417
9.7756 0.067409
9.8116 0.067397
9.8477 0.067395
9.8838 0.067401
9.9198 0.067399
9.9559 0.067374
9.992 0.067324
10.028 0.067253
10.064 0.067167
10.1 0.067068
10.136 0.066956
10.172 0.066834
10.208 0.066713
10.244 0.066607
10.281 0.066516
10.317 0.066424
10.353 0.066311
10.389 0.066169
10.425 0.066021
10.461 0.0659
10.497 0.065823
10.533 0.065774
10.569 0.065714
10.605 0.065621
10.641 0.065508
10.677 0.06541
10.713 0.065343
10.749 0.065279
10.786 0.065174
10.822 0.065009
10.858 0.064824
10.894 0.064685
10.93 0.06463
10.966 0.064636
11.002 0.06464
11.038 0.064599
11.074 0.064521
11.11 0.064439
11.146 0.064369
11.182 0.064289
11.218 0.064177
11.255 0.064052
11.291 0.063958
11.327 0.063901
11.363 0.063823
11.399 0.06365
11.435 0.063384
11.471 0.063133
11.507 0.063024
11.543 0.06308
11.579 0.06319
11.615 0.063206
11.651 0.063063
11.687 0.062806
11.723 0.062513
11.76 0.062225
11.796 0.061937
11.832 0.061633
11.868 0.0613
11.904 0.060914
11.94 0.060447
11.976 0.059918
12.012 0.059413
12.048 0.059026
12.084 0.058762
12.12 0.058532
12.156 0.058245
12.192 0.05789
12.228 0.057508
12.265 0.057101
12.301 0.056619
12.337 0.056068
12.373 0.05558
12.409 0.055308
12.445 0.055234
12.481 0.055152
12.517 0.054903
12.553 0.054569
12.589 0.054363
12.625 0.054343
12.661 0.054302
12.697 0.054024
12.733 0.053616
12.77 0.053505
12.806 0.05399
12.842 0.054822
12.878 0.055409
12.914 0.055477
12.95 0.055384
12.986 0.055647
13.022 0.05627
13.058 0.056766
13.094 0.056808
13.13 0.056565
13.166 0.056368
13.202 0.056218
13.238 0.055814
13.275 0.05506
13.311 0.05438
13.347 0.054343
13.383 0.054944
13.419 0.055522
13.455 0.055512
13.491 0.055067
13.527 0.054781
13.563 0.054898
13.599 0.055041
13.635 0.054768
13.671 0.054123
13.707 0.05353
13.743 0.053238
13.78 0.053024
13.816 0.052519
13.852 0.051728
13.888 0.051057
13.924 0.05082
13.96 0.050828
13.996 0.050632
14.032 0.050077
14.068 0.049486
14.104 0.049257
14.14 0.049364
14.176 0.04938
14.212 0.049015
14.248 0.048478
14.285 0.048232
14.321 0.048376
14.357 0.048441
14.393 0.047943
14.429 0.047074
14.465 0.046676
14.501 0.047312
14.537 0.048452
14.573 0.049054
14.609 0.048795
14.645 0.048382
14.681 0.048546
14.717 0.049001
14.754 0.04891
14.79 0.0482
14.826 0.047806
14.862 0.048388
14.898 0.049262
14.934 0.049286
14.97 0.048449
15.006 0.047992
15.042 0.048813
15.078 0.050158
15.114 0.050644
15.15 0.050052
15.186 0.049508
15.222 0.049853
15.259 0.050411
15.295 0.050072
15.331 0.049081
15.367 0.048875
15.403 0.049991
15.439 0.051088
15.475 0.050802
15.511 0.04967
15.547 0.049499
15.583 0.050797
15.619 0.051951
15.655 0.051594
15.691 0.050546
15.727 0.0507
15.764 0.052196
15.8 0.053163
15.836 0.052534
15.872 0.051596
15.908 0.052222
15.944 0.054101
15.98 0.055218
16.016 0.054755
16.052 0.054063
16.088 0.054617
16.124 0.055853
16.16 0.056155
16.196 0.055327
16.232 0.054887
16.269 0.055843
16.305 0.057133
16.341 0.057173
16.377 0.056099
16.413 0.055603
16.449 0.056612
16.485 0.057945
16.521 0.05799
16.557 0.056878
16.593 0.056287
16.629 0.057192
16.665 0.058448
16.701 0.058445
16.737 0.057324
16.774 0.05681
16.81 0.057863
16.846 0.059203
16.882 0.059093
16.918 0.057722
16.954 0.057135
16.99 0.058631
17.026 0.060836
17.062 0.061565
17.098 0.06059
17.134 0.059818
17.17 0.060721
17.206 0.062138
17.242 0.061914
17.279 0.060015
17.315 0.059025
17.351 0.06086
17.387 0.063626
17.423 0.064077
17.459 0.061906
17.495 0.060522
17.531 0.062843
17.567 0.066673
17.603 0.067791
17.639 0.065617
17.675 0.064117
17.711 0.066456
17.747 0.069589
17.784 0.06877
17.82 0.064901
17.856 0.064906
17.892 0.070528
17.928 0.072031
17.964 0.063955
18 0.078307
