time error 
0 0.035847
0.036072 0.022159
0.072144 0.012997
0.10822 0.010471
0.14429 0.013178
0.18036 0.016572
0.21643 0.019098
0.25251 0.020559
0.28858 0.021066
0.32465 0.020806
0.36072 0.019989
0.39679 0.018829
0.43287 0.017555
0.46894 0.016402
0.50501 0.015603
0.54108 0.015329
0.57715 0.015631
0.61323 0.016415
0.6493 0.017496
0.68537 0.018674
0.72144 0.019782
0.75752 0.020706
0.79359 0.021381
0.82966 0.021784
0.86573 0.021926
0.9018 0.021844
0.93788 0.021593
0.97395 0.021236
1.01 0.020836
1.0461 0.020459
1.0822 0.020159
1.1182 0.019985
1.1543 0.019974
1.1904 0.020142
1.2265 0.020486
1.2625 0.020979
1.2986 0.02157
1.3347 0.022197
1.3707 0.022791
1.4068 0.023291
1.4429 0.023653
1.479 0.023853
1.515 0.023891
1.5511 0.023788
1.5872 0.023583
1.6232 0.023322
1.6593 0.023053
1.6954 0.022817
1.7315 0.022646
1.7675 0.02256
1.8036 0.022567
1.8397 0.022669
1.8758 0.022859
1.9118 0.023125
1.9479 0.023447
1.984 0.023795
2.02 0.024135
2.0561 0.024432
2.0922 0.024655
2.1283 0.024786
2.1643 0.024824
2.2004 0.024783
2.2365 0.024693
2.2725 0.024586
2.3086 0.024495
2.3447 0.024442
2.3808 0.024435
2.4168 0.024472
2.4529 0.024542
2.489 0.024638
2.5251 0.024758
2.5611 0.024906
2.5972 0.025094
2.6333 0.025328
2.6693 0.02561
2.7054 0.025927
2.7415 0.026256
2.7776 0.026566
2.8136 0.026827
2.8497 0.027014
2.8858 0.027115
2.9218 0.02713
2.9579 0.027072
2.994 0.026964
3.0301 0.026838
3.0661 0.026725
3.1022 0.026658
3.1383 0.026661
3.1743 0.026747
3.2104 0.026914
3.2465 0.027145
3.2826 0.027409
3.3186 0.027667
3.3547 0.027884
3.3908 0.028032
3.4269 0.028102
3.4629 0.028103
3.499 0.028056
3.5351 0.027994
3.5711 0.027945
3.6072 0.027932
3.6433 0.027965
3.6794 0.028044
3.7154 0.028163
3.7515 0.028317
3.7876 0.028501
3.8236 0.028716
3.8597 0.028961
3.8958 0.029229
3.9319 0.029506
3.9679 0.029774
4.004 0.030014
4.0401 0.030215
4.0762 0.030376
4.1122 0.030508
4.1483 0.030627
4.1844 0.030751
4.2204 0.03089
4.2565 0.031049
4.2926 0.031229
4.3287 0.03143
4.3647 0.031663
4.4008 0.03194
4.4369 0.032275
4.4729 0.032669
4.509 0.033102
4.5451 0.033536
4.5812 0.033919
4.6172 0.034204
4.6533 0.034367
4.6894 0.034418
4.7255 0.0344
4.7615 0.034377
4.7976 0.03441
4.8337 0.034537
4.8697 0.034759
4.9058 0.035042
4.9419 0.035341
4.978 0.035617
5.014 0.035855
5.0501 0.036065
5.0862 0.036274
5.1222 0.036503
5.1583 0.036759
5.1944 0.037027
5.2305 0.037286
5.2665 0.037525
5.3026 0.037756
5.3387 0.038011
5.3747 0.038333
5.4108 0.038745
5.4469 0.039234
5.483 0.039747
5.519 0.040213
5.5551 0.040574
5.5912 0.040809
5.6273 0.040944
5.6633 0.041047
5.6994 0.041192
5.7355 0.041429
5.7715 0.04176
5.8076 0.04214
5.8437 0.042506
5.8798 0.042802
5.9158 0.043006
5.9519 0.04314
5.988 0.043247
6.024 0.043381
6.0601 0.043576
6.0962 0.043838
6.1323 0.044149
6.1683 0.044477
6.2044 0.04479
6.2405 0.045069
6.2766 0.045306
6.3126 0.045509
6.3487 0.045693
6.3848 0.04588
6.4208 0.046088
6.4569 0.046327
6.493 0.046594
6.5291 0.046876
6.5651 0.047153
6.6012 0.047408
6.6373 0.047634
6.6733 0.047834
6.7094 0.048023
6.7455 0.048217
6.7816 0.048428
6.8176 0.048665
6.8537 0.048928
6.8898 0.049212
6.9259 0.049505
6.9619 0.049793
6.998 0.050062
7.0341 0.05031
7.0701 0.050543
7.1062 0.050779
7.1423 0.051038
7.1784 0.051328
7.2144 0.051641
7.2505 0.051954
7.2866 0.052245
7.3226 0.052505
7.3587 0.052743
7.3948 0.052982
7.4309 0.053243
7.4669 0.053529
7.503 0.053829
7.5391 0.054119
7.5752 0.054384
7.6112 0.054621
7.6473 0.054844
7.6834 0.055072
7.7194 0.055318
7.7555 0.055583
7.7916 0.05586
7.8277 0.056142
7.8637 0.056424
7.8998 0.056705
7.9359 0.056985
7.9719 0.057262
8.008 0.057537
8.0441 0.057811
8.0802 0.05809
8.1162 0.05838
8.1523 0.058685
8.1884 0.058998
8.2244 0.059304
8.2605 0.059591
8.2966 0.059852
8.3327 0.060097
8.3687 0.060339
8.4048 0.060591
8.4409 0.060854
8.477 0.061117
8.513 0.061367
8.5491 0.0616
8.5852 0.061821
8.6212 0.062049
8.6573 0.062299
8.6934 0.062576
8.7295 0.062868
8.7655 0.063157
